name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
cvc_ukan_seed2981,cvc,ukan,2981,0.7873583420808403,0.8810302036738741,0.9140392123638263,0.8503222280896722,0.9915847517255012,6356689,45.897859835960965
