sample_id,model,dice,iou,mask_ratio,fp_ratio,fn_ratio
167,U-Net,0.965699208443272,0.933673469387755,0.0315704345703125,0.042049299178347,0.0270662155630739
167,U-KAN(no-KAN),0.934306569343066,0.876712328767123,0.0315704345703125,0.129047849202513,0.0101498308361527
167,U-KAN,0.942025611175786,0.890404929577465,0.0315704345703125,0.0981150314161431,0.0222329627839536
167,Attention-U-KAN,0.94153272769625,0.889524647887324,0.0315704345703125,0.0981150314161431,0.0231996133397777
174,U-Net,0.90844250363901,0.832244299239899,0.104461669921875,0.0953841659363132,0.0883727724218522
174,U-KAN(no-KAN),0.8486718540381,0.737124213470054,0.104461669921875,0.253578732106339,0.0759567630733275
174,U-KAN,0.924559932942163,0.859703819173811,0.104461669921875,0.124452234881683,0.0333041191936897
174,Attention-U-KAN,0.915463041631266,0.844104974539757,0.104461669921875,0.118755477651183,0.0556529360210342
177,U-Net,0.907245222929936,0.83023679417122,0.0745849609375,0.12315875613748,0.0675122749590835
177,U-KAN(no-KAN),0.88018301401201,0.786006128702758,0.0745849609375,0.201718494271686,0.0554418985270049
177,U-KAN,0.904716802424702,0.826011760636458,0.0745849609375,0.182896890343699,0.0229132569558101
177,Attention-U-KAN,0.88094764085208,0.787226472157979,0.0745849609375,0.149959083469722,0.094721767594108
179,U-Net,0.952220348510399,0.908798283261803,0.027130126953125,0.0483689538807649,0.047244094488189
179,U-KAN(no-KAN),0.932673811486672,0.87384140061792,0.027130126953125,0.0922384701912261,0.0455568053993251
179,U-KAN,0.946236559139785,0.897959183673469,0.027130126953125,0.102362204724409,0.0101237345331834
179,Attention-U-KAN,0.955047106325707,0.913961875321999,0.027130126953125,0.0916760404949381,0.00224971878515186
193,U-Net,0.958215297450425,0.919782460910945,0.0213165283203125,0.0529706513958482,0.031496062992126
193,U-KAN(no-KAN),0.910936476751801,0.836440168370415,0.0213165283203125,0.190408017179671,0.00429491768074445
193,U-KAN,0.927359131025119,0.864556962025317,0.0213165283203125,0.130994989262706,0.0221904080171797
193,Attention-U-KAN,0.944559944559945,0.89494418910046,0.0213165283203125,0.0901932712956335,0.0243378668575519
201,U-Net,0.926988636363636,0.863913158591475,0.0533905029296875,0.0794512717919406,0.0674478422406402
201,U-KAN(no-KAN),0.907111550968472,0.830012936610608,0.0533905029296875,0.104601314661332,0.0831666190340097
201,U-KAN,0.928859447004608,0.867168593707986,0.0533905029296875,0.0628751071734781,0.07830808802515
201,Attention-U-KAN,0.899377750796783,0.81715388858246,0.0533905029296875,0.0362960845955987,0.153186624749929
208,U-Net,0.686055182699478,0.522133938706016,0.03759765625,0.0726461038961039,0.439935064935065
208,U-KAN(no-KAN),0.573301766527044,0.401838141434772,0.03759765625,0.589691558441558,0.361201298701299
208,U-KAN,0.621751684311838,0.451117318435754,0.03759765625,0.162337662337662,0.475649350649351
208,Attention-U-KAN,0.749421742482652,0.599260172626387,0.03759765625,0.316558441558442,0.211038961038961
21,U-Net,0.925251709315408,0.860900842862511,0.271575927734375,0.0465782672210361,0.0989998876278234
