name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
busi_ukan_seed2981,busi,ukan,2981,0.6873775191735417,0.8147287863716608,0.8177190264213212,0.8117603360980389,0.9838016723391381,6356689,37.15378717961124
