name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
busi_no_kan_seed2981,busi,ukan,2981,0.6486071686514269,0.7868547231685186,0.8458512958326089,0.7355513676899689,0.9880004770012606,2764561,35.22474935902536
