name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
busi_no_kan_seed6142,busi,ukan,6142,0.5941635747887698,0.7454235991654719,0.7606333524869726,0.7308101947561905,0.9793035582254345,2764561,31.608564743715434
