name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
busi_unet_seed2981,busi,unet,2981,0.6369411045550853,0.7782089444546065,0.8308120190605413,0.7318703846341577,0.9866584580390751,7763041,3.5984858971996565
