name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
cvc_no_kan_seed2981,cvc,ukan,2981,0.7698787399578698,0.8699790811388536,0.9047737271219599,0.837761506550964,0.9907213445155119,2764561,43.462268853098244
