name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
cvc_ukan_seed2981_ft50,cvc,ukan,2981,0.7846844586767407,0.8793537197702133,0.9247648902821317,0.8381936836463661,0.9928240161567459,6356689,47.48584016428528
