name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
cvc_attention_ukan_seed2981,cvc,attention_ukan,2981,0.7630738946725099,0.8656175977402814,0.9206561668519953,0.816788438146131,0.9925924748380247,6362713,44.01606557338277
