name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
cvc_unet_seed2981,cvc,unet,2981,0.7803221087778395,0.8766077834235482,0.9248088837176072,0.8331822683911715,0.992871430289475,7763041,3.717331967667722
