name,dataset,model,seed,iou,dice,precision,recall,specificity,params,infer_ms_per_image
busi_ukan_seed6142,busi,ukan,6142,0.6157005877400211,0.7621468883677749,0.8174271888782021,0.7138698774169777,0.9856514208860034,6356689,39.048868588556964
